id	status	priority	category	project	project_id	trigger_source	dedupe_key	created_at	updated_at	title	action
ad6cb4b7-b029-4b11-979b-7474d6acb83f	open	medium	dev	""	""	""	strategy-workflow-为-mcp-工具增加强制的默认分页-limit-和防护性元数据返回并在服务端实现硬截断防洪	2026-03-16T16:26:11.872307+00:00	2026-03-16T16:26:11.872307+00:00	工作流自动化: 为 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断防洪	close: old drift/automation reports
7dfa6180-f1f1-4869-b8b5-86bb8cb4d927	open	medium	dev	""	""	""	strategy-workflow-为-mcp-工具增加强制的默认分页-limit-和防护性元数据返回并在服务端实现硬截断防洪	2026-03-16T16:28:18.666127+00:00	2026-03-16T16:28:18.666127+00:00	工作流自动化: 为 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断防洪	close: old drift/automation reports
5d319768-778d-4582-aef7-390b8a206351	open	medium	dev	""	""	""	strategy-workflow-为-mcp-工具增加强制的默认分页-limit-和防护性元数据返回并在服务端实现硬截断防洪	2026-03-16T16:28:49.674501+00:00	2026-03-16T16:28:49.674501+00:00	工作流自动化: 为 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断防洪	close: old drift/automation reports
54685926-3aef-4b4e-9805-6c662ded61d4	open	high	dev	""	""	""	strategy-drift-记忆总结链路分层演进单节点记录演变为双轨异步流minimax-负责常规快车道去重录入sonnet-负责深层归纳慢车道强化了系统对上下文深度梳理的需求	2026-03-16T16:28:49.694509+00:00	2026-03-16T16:28:49.694509+00:00	架构漂移: 记忆总结链路分层演进：单节点记录演变为双轨异步流（MiniMax 负责常规快车道去重录入，Sonnet 负责深层归纳慢车...	close: old drift/automation reports
7c46e3ff-a970-4ecd-abc0-44023c1cd83d	open	medium	dev	""	""	""	strategy-workflow-为-mcp-工具增加强制的默认分页-limit-和防护性元数据返回并在服务端实现硬截断防洪	2026-03-16T16:28:58.088964+00:00	2026-03-16T16:28:58.088964+00:00	工作流自动化: 为 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断防洪	close: old drift/automation reports
2aa5f8e5-d78b-4573-8227-b0d90dfca3b3	open	medium	dev	""	""	""	strategy-workflow-为-mcp-工具增加强制的默认分页-limit-和防护性元数据返回并在服务端实现硬截断防洪	2026-03-16T16:29:55.403095+00:00	2026-03-16T16:29:55.403095+00:00	工作流自动化: 为 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断防洪	close: old drift/automation reports
3c40a1ca-9df4-4472-bc8a-219649f18684	open	high	dev	""	""	""	strategy-drift-知识库-mcp-接口定义产生漂移注册表宣称提供了聚合命名的-missionkbquery-mutate	2026-03-16T16:29:55.425032+00:00	2026-03-16T16:29:55.425032+00:00	架构漂移: 知识库 MCP 接口定义产生漂移：注册表宣称提供了聚合命名的 mission_kb_query / mutate 工具，...	close: old drift/automation reports
6d65c01b-b457-4278-8cd5-81442735c548	open	medium	dev	""	""	""	strategy-workflow-为-mcp-工具增加强制的默认分页-limit-和防护性元数据返回并在服务端实现硬截断防洪	2026-03-16T16:53:27.302109+00:00	2026-03-16T16:53:27.302109+00:00	工作流自动化: 为 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断防洪	close: old drift/automation reports
8949a945-c398-44e7-bd41-974d550278e7	open	medium	dev	""	""	""	strategy-workflow-为-mcp-工具增加强制的默认分页-limit-和防护性元数据返回并在服务端实现硬截断防洪	2026-03-16T23:00:23.992495+00:00	2026-03-16T23:00:23.992495+00:00	工作流自动化: 为 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断防洪	close: old drift/automation reports
0ed5b93b-e08d-461d-abca-1c44c88fd6f3	open	medium	dev	""	""	""	strategy-workflow-遇到新的重要功能需求时先执行底层架构的实地勘察输出-docsdesigns-目录下的设计文档确认后再在-mission-board	2026-03-16T23:52:11.323314+00:00	2026-03-16T23:52:11.323314+00:00	工作流自动化: 遇到新的重要功能需求时，先执行底层架构的实地勘察，输出 `docs/designs/` 目录下的设计文档，确认后再在 Mission Board 拆解子任务执行。	close: old drift/automation reports
91fcc2fa-b82d-425d-b385-168813c335cf	open	high	dev	""	""	""	strategy-drift-从纯本地配置依赖如硬编码的-serversyaml高度依赖-claudeskills转向基于-sqlite-的内建自学习知识库knowledge	2026-03-16T23:52:11.342045+00:00	2026-03-16T23:52:11.342045+00:00	架构漂移: 从纯本地配置依赖（如硬编码的 servers.yaml、高度依赖 ~/.claude/skills）转向基于 SQLit...	close: old drift/automation reports
03fa7267-a4ef-4d62-ae37-70c0a8af0b8e	open	high	dev	""	""	""	strategy-drift-将-missiond-pty-会话的手动记录记忆模式重构为旁路事件监听与专属分析-agentslot-memory解耦的异步流处理架构	2026-03-16T23:52:11.342543+00:00	2026-03-16T23:52:11.342543+00:00	架构漂移: 将 MissionD PTY 会话的手动记录记忆模式重构为旁路事件监听与专属分析 Agent（slot-memory）解...	close: old drift/automation reports
fca3c634-5d13-4d3a-a6c5-e332b7d5c73e	open	high	dev	""	""	""	strategy-drift-migrated-from-pty-text-injection	2026-03-16T23:55:24.149149+00:00	2026-03-16T23:55:24.149149+00:00	架构漂移: Migrated from PTY text injection to MCP pull-based architect...	close: old drift/automation reports
a7cbb034-d32e-46a3-ad88-75de113a84eb	open	high	dev	""	""	""	strategy-drift-missiond-task-scheduling-and-slot	2026-03-16T23:58:07.776066+00:00	2026-03-16T23:58:07.776066+00:00	架构漂移: missiond task scheduling and slot processing robustness veri...	close: old drift/automation reports
ce750d3c-a16e-4615-b3f0-702924b1de1b	open	high	ops	""	""	""	""	2026-03-14T18:48:26.780628+00:00	2026-05-02T07:44:11.183884+00:00	[Proactive] missiond MCP 核心工具频繁报 unknown error	close: old proactive ops noise
d4b90a31-83c6-4109-b9f7-9f125752eb9f	open	high	ops	""	""	""	""	2026-03-15T06:47:45.577722+00:00	2026-05-02T07:44:11.189262+00:00	[Proactive] MCP 核心工具未注册导致调用大面积失败	close: old proactive ops noise
0e9d0d87-cd65-49ab-ac56-586f93a56201	open	high	ops	""	""	""	""	2026-03-15T06:47:45.586255+00:00	2026-05-02T07:44:11.191106+00:00	[Proactive] MCP 路由与查询服务出现未捕获异常	close: old proactive ops noise
e681841e-81d5-4987-a6d2-9c2665b697f8	open	high	ops	""	""	""	""	2026-03-15T18:48:37.178810+00:00	2026-05-02T07:44:11.193703+00:00	[Proactive] 核心 MCP 工具未注册或名称不匹配	close: old proactive ops noise
b3a3025a-1f7a-47dc-81ea-f02048a9a64d	open	high	ops	""	""	""	""	2026-03-15T18:48:37.186528+00:00	2026-05-02T07:44:11.195291+00:00	[Proactive] 底层组件状态异常引发 'unknown error'	close: old proactive ops noise
79163871-5dbe-422c-b39c-2d266c1412dd	open	medium	ops	""	""	""	""	2026-03-15T18:48:37.187991+00:00	2026-05-02T07:44:11.197952+00:00	[Proactive] 翻译与旁白子工作流存在异常失败率	close: old proactive ops noise
0571b0c1-ac44-48ca-b9b1-921e6e0885c8	open	high	ops	""	""	""	""	2026-03-16T06:48:39.266657+00:00	2026-05-02T07:44:11.202394+00:00	[Proactive] mission_router_chat 核心路由组件高频报未知错误	close: old proactive ops noise
9c0d1d7e-ea12-495b-8c7d-672071020550	open	high	ops	""	""	""	""	2026-03-16T18:48:49.426482+00:00	2026-05-02T07:44:11.204738+00:00	[Proactive] MCP 核心工具未注册/丢失	close: old proactive ops noise
2dd62d3f-f51d-4831-b0a2-67fb032524b9	open	high	ops	""	""	""	""	2026-03-16T18:48:49.429477+00:00	2026-05-02T07:44:11.206091+00:00	[Proactive] Router Chat 接口持续崩溃与重试风暴	close: old proactive ops noise
207cde99-3a4e-4ae0-8b0b-7706e10dec38	open	medium	ops	""	""	""	""	2026-03-16T18:48:49.431804+00:00	2026-05-02T07:44:11.207530+00:00	[Proactive] 知识库 GC/Stats 运维接口异常	close: old proactive ops noise
59a530f4-3773-4de6-83d2-97373881fd16	open	high	ops	""	""	""	""	2026-03-17T10:15:35.365872+00:00	2026-05-02T07:44:11.209598+00:00	[Proactive] 频繁出现 Embedding Backfill 操作失败	close: old proactive ops noise
06b8c5d4-487e-4b0a-ab35-e875171f3fa0	open	medium	ops	""	""	""	""	2026-03-18T04:13:47.781752+00:00	2026-05-02T07:44:11.212235+00:00	[Proactive] MCP 服务频繁返回未知错误	close: old proactive ops noise
38e6c936-c849-43e3-858b-fc805c62c70a	open	high	ops	""	""	""	""	2026-03-19T05:23:42.263735+00:00	2026-05-02T07:44:11.214280+00:00	[Proactive] Gemini CLI 闲置超时告警	close: old proactive ops noise
307e354c-3d6d-476c-bb46-e3630716b13c	open	high	ops	""	""	""	""	2026-04-10T14:59:00.747135+00:00	2026-05-02T07:44:11.217150+00:00	[Proactive] Gemini 3.1 Pro 节点 Vertex 认证失效	close: old proactive ops noise
8bcbc5cd-6789-49a6-87b3-4fff75b56a72	open	medium	ops	""	""	""	""	2026-04-10T14:59:00.772322+00:00	2026-05-02T07:44:11.218440+00:00	[Proactive] Narrator 工作流 Codex CLI 崩溃异常	close: old proactive ops noise
92027f58-8e8a-4e5e-a869-8e80102e1b2c	open	high	ops	""	""	""	""	2026-04-11T14:59:25.949788+00:00	2026-05-02T07:44:11.220333+00:00	[Proactive] 大量 claude-sonnet-4-6 翻译请求失败	close: old proactive ops noise
18505365-5c38-43a1-95f0-edda2ea9681d	open	high	ops	""	""	""	""	2026-04-11T14:59:38.513277+00:00	2026-05-02T07:44:11.223136+00:00	[Proactive] vision_worker Codex CLI 调用持续失败	close: old proactive ops noise
11fdc7c3-299d-45f2-8a0c-851e4bb05ac8	open	medium	ops	""	""	""	""	2026-04-12T04:34:42.082013+00:00	2026-05-02T07:44:11.225453+00:00	[Proactive] Codex CLI 异常导致旁白生成中断	close: old proactive ops noise
5806e8a8-6a32-484a-bd9f-3559a1b275fa	open	medium	dev	missiond	""	""	""	2026-04-28T16:00:34.131170+00:00	2026-04-28T16:00:34.131170+00:00	Mission request req-codex-plan-materialize-moitbqqt plan	close: old request/smoke artifacts
6b2351b4-8129-43ff-b7d4-aa789c634274	open	medium	dev	missiond	""	""	""	2026-04-28T16:00:34.186134+00:00	2026-04-28T16:00:34.186134+00:00	Mission request req-codex-plan-materialize-moitbqqt plan	close: old request/smoke artifacts
172e907b-2f89-4231-b6cd-a85ed3886045	open	medium	dev	missiond	""	""	""	2026-04-28T16:04:24.269649+00:00	2026-04-28T16:04:24.269649+00:00	Mission request req-codex-plan-materialize-moitgoby plan	close: old request/smoke artifacts
d469d840-231b-48f9-9f34-297806412fd9	open	medium	dev	missiond	""	""	""	2026-04-28T16:22:58.285898+00:00	2026-04-28T16:22:58.285898+00:00	Mission request req-codex-awaiting-execution-moiu4jwv plan	close: old request/smoke artifacts
4e597cc0-5845-4137-a2fc-da2eda0a15fc	open	medium	dev	missiond	""	""	""	2026-04-28T16:23:34.982740+00:00	2026-04-28T16:23:34.982740+00:00	Mission request req-codex-execute-dryrun-moiu5c82 plan	close: old request/smoke artifacts
19841a12-cf2c-4aef-a442-09647be8968e	open	medium	dev	missiond	""	""	""	2026-04-28T16:27:53.485936+00:00	2026-04-28T16:27:53.485936+00:00	Mission request req-codex-execute-dryrun-moiuavoh plan	close: old request/smoke artifacts
d2b07978-d144-467e-a702-35183644c9fa	open	medium	dev	missiond	""	""	""	2026-04-28T16:31:34.339278+00:00	2026-04-28T16:31:34.339278+00:00	Mission request req-codex-execute-blocked-state-moiufm2p plan	close: old request/smoke artifacts
af216382-a32f-474b-a7bf-0c2041994ed0	open	medium	dev	missiond	""	""	""	2026-04-28T16:55:02.021134+00:00	2026-04-28T16:55:02.021134+00:00	Mission request req-8f8927a2814c plan	close: old request/smoke artifacts
841b56e9-e755-462b-a50b-5d1ceddac6d0	open	medium	dev	missiond	""	""	""	2026-04-28T16:58:34.414393+00:00	2026-04-28T16:58:34.414393+00:00	Mission request req-67ce45dedf7d plan	close: old request/smoke artifacts
c04722ec-f398-4b14-8d3c-ca574b5b48d2	open	medium	dev	missiond	""	""	""	2026-04-28T16:59:01.690819+00:00	2026-04-28T16:59:01.690819+00:00	Mission request req-d16428580993 plan	close: old request/smoke artifacts
1524f1fb-ab04-445a-b0a8-01c7710a081f	open	low	test	missiond	""	""	""	2026-04-28T17:22:19.496686+00:00	2026-04-28T17:22:19.496686+00:00	smoke requested_cwd codex-smoke-board-cwd-1777396939495	close: old request/smoke artifacts
2afe59c5-71d1-4b42-86d3-6ed38a0351bd	open	low	test	missiond	""	""	""	2026-04-28T17:22:33.425420+00:00	2026-04-28T17:22:33.425420+00:00	smoke debug codex-smoke-board-debug-cwd-1777396953424	close: old request/smoke artifacts
1ca8d1a1-ecfa-4bd1-a6dc-a19fa4c8c30e	open	low	test	missiond	""	""	""	2026-04-28T17:22:49.061817+00:00	2026-04-28T17:22:49.061817+00:00	smoke requested_cwd final codex-smoke-final-cwd-1777396969060	close: old request/smoke artifacts
6003f590-dfef-4dad-95de-9e06611ae5bc	open	medium	dev	missiond	""	""	""	2026-04-28T17:35:04.768846+00:00	2026-04-28T17:35:04.768846+00:00	Mission request codex-smoke-ref-1777397674106 plan	close: old request/smoke artifacts
69824384-de7b-45c6-a8c8-be745f333dcc	open	medium	dev	missiond	""	""	""	2026-04-28T17:38:43.120871+00:00	2026-04-28T17:38:43.120871+00:00	Mission request codex-smoke-artifacts-1777397923054 plan	close: old request/smoke artifacts
85cb5d5e-349d-4b61-acbd-7077eafdb4a4	open	medium	dev	missiond	""	""	""	2026-04-28T17:39:31.210905+00:00	2026-04-28T17:39:31.210905+00:00	Mission request codex-smoke-full-loop-1777397971162 plan	close: old request/smoke artifacts
2c631be9-55d9-4564-a5a0-5ac01b57e156	open	medium	dev	missiond	""	""	""	2026-04-28T17:47:26.680175+00:00	2026-04-28T17:47:26.680175+00:00	Mission request codex-smoke-request-1777398446624 plan	close: old request/smoke artifacts
ba05f4ba-30a7-4c7b-be84-7c9835883b53	open	medium	dev	missiond	""	""	""	2026-04-28T17:47:50.917378+00:00	2026-04-28T17:47:50.917378+00:00	Mission request codex-smoke-request-1777398470859 plan	close: old request/smoke artifacts
c5c8c8be-91f0-423b-a3ac-daa6b50199f4	open	medium	dev	missiond	""	""	""	2026-04-28T17:55:21.012553+00:00	2026-04-28T17:55:21.012553+00:00	Mission request codex-smoke-plan-ref-1777398920974 plan	close: old request/smoke artifacts
57e452b7-c555-4488-a062-8efd63593353	open	medium	dev	""	""	""	""	2026-04-29T03:58:54.757231+00:00	2026-04-29T03:58:54.757231+00:00	Mission request wave43-live-ipc-smoke-trial-001 plan	close: old request/smoke artifacts
3f441b40-7136-4f95-90d9-0f84334f04b9	open	medium	dev	""	""	""	""	2026-04-29T03:59:11.650980+00:00	2026-04-29T03:59:11.650980+00:00	Mission request wave43-live-ipc-smoke-v0 plan	close: old request/smoke artifacts
6cf966d2-98b6-4e8a-be17-b5a5c34d6fa9	open	medium	dev	""	""	""	""	2026-04-29T03:59:19.232855+00:00	2026-04-29T03:59:19.232855+00:00	Mission request wave43-live-ipc-smoke-v0-json plan	close: old request/smoke artifacts
0a816e95-7651-4431-a049-3751405824f0	open	medium	dev	""	""	""	""	2026-04-29T04:05:07.061523+00:00	2026-04-29T04:05:07.061523+00:00	Mission request codex-parent-wave43-live-ipc-smoke plan	close: old request/smoke artifacts
38ccdfc0-2a9a-4923-a2d9-5be321ef57db	open	medium	dev	""	""	""	""	2026-04-29T04:05:26.019103+00:00	2026-04-29T04:05:26.019103+00:00	Mission request codex-parent-wave43-live-ipc-smoke-json plan	close: old request/smoke artifacts
c8cb366a-baf3-4b29-a4fd-1c646f7ad3da	open	medium	dev	""	""	""	""	2026-04-29T04:22:21.308932+00:00	2026-04-29T04:22:21.308932+00:00	Mission request wave44-request-local-trial-001 plan	close: old request/smoke artifacts
b71958bd-9a25-4e0d-a8af-206857cebeac	open	medium	dev	""	""	""	""	2026-04-29T04:22:48.885150+00:00	2026-04-29T04:22:48.885150+00:00	Mission request wave44-request-local-artifacts-v0 plan	close: old request/smoke artifacts
3474ca9e-4037-4f7d-9f2e-59d1f9cce6ea	open	medium	dev	""	""	""	""	2026-04-29T04:22:54.500789+00:00	2026-04-29T04:22:54.500789+00:00	Mission request wave44-request-local-artifacts-v0-json plan	close: old request/smoke artifacts
b853ce3e-3c9e-46b8-a628-49dde5020991	open	medium	dev	""	""	""	""	2026-04-29T04:28:22.611553+00:00	2026-04-29T04:28:22.611553+00:00	Mission request codex-parent-wave44-request-local-artifacts plan	close: old request/smoke artifacts
89ec8ccf-adc6-4533-a879-932ec3502341	open	medium	dev	""	""	""	""	2026-04-29T04:28:22.938334+00:00	2026-04-29T04:28:22.938334+00:00	Mission request codex-parent-wave44-request-local-artifacts-json plan	close: old request/smoke artifacts
02522414-2fab-48dd-9abd-bf77bd392b8a	open	medium	dev	""	""	""	""	2026-04-29T04:30:08.619136+00:00	2026-04-29T04:30:08.619136+00:00	Mission request codex-probe-execute-dry-run-1777437008466 plan	close: old request/smoke artifacts
59b0d030-87b2-471b-8452-4710780cf846	open	medium	dev	""	""	""	""	2026-04-29T04:39:13.458808+00:00	2026-04-29T04:39:13.458808+00:00	Mission request wave45-trial-001 plan	close: old request/smoke artifacts
43e717c8-23ae-4cc1-bf77-9d06fd417519	open	medium	dev	""	""	""	""	2026-04-29T04:39:46.328835+00:00	2026-04-29T04:39:46.328835+00:00	Mission request wave45-trial-002 plan	close: old request/smoke artifacts
abf8bd33-d2b3-4a42-b716-19392783fe30	open	medium	dev	""	""	""	""	2026-04-29T04:40:08.741169+00:00	2026-04-29T04:40:08.741169+00:00	Mission request wave45-request-execute-dry-run-v0 plan	close: old request/smoke artifacts
189f402c-8c08-442d-a8b0-8299ea9bdf2c	open	medium	dev	""	""	""	""	2026-04-29T04:40:08.878357+00:00	2026-04-29T04:40:08.878357+00:00	Mission request wave45-request-execute-dry-run-v0-exec plan	close: old request/smoke artifacts
9a16e5aa-b993-4375-96bb-ae6e883bfcc9	open	medium	dev	""	""	""	""	2026-04-29T04:40:16.777619+00:00	2026-04-29T04:40:16.777619+00:00	Mission request wave45-request-execute-dry-run-v0-json plan	close: old request/smoke artifacts
a4864604-494c-452a-9dee-6a9d37009155	open	medium	dev	""	""	""	""	2026-04-29T04:45:16.070577+00:00	2026-04-29T04:45:16.070577+00:00	Mission request codex-parent-wave45-request-execute-dry-run plan	close: old request/smoke artifacts
cd48435f-bc31-4d78-8d39-0142ca38c2dd	open	medium	dev	""	""	""	""	2026-04-29T04:45:16.387773+00:00	2026-04-29T04:45:16.387773+00:00	Mission request codex-parent-wave45-request-execute-dry-run-exec plan	close: old request/smoke artifacts
c5b0debf-a9a7-45f3-9586-18e7ff8d011f	open	medium	dev	""	""	""	""	2026-04-29T04:45:16.788967+00:00	2026-04-29T04:45:16.788967+00:00	Mission request codex-parent-wave45-request-execute-dry-run-json plan	close: old request/smoke artifacts
70bdba49-c5b9-40d3-aeda-1bba91136ca4	open	medium	dev	""	""	""	""	2026-04-29T04:48:01.020228+00:00	2026-04-29T04:48:01.020228+00:00	Mission request codex-probe-wave46-internal-dry-run plan	close: old request/smoke artifacts
33c82542-497a-4442-9f17-d7149032902f	open	medium	dev	""	""	""	""	2026-04-29T04:48:18.836767+00:00	2026-04-29T04:48:18.836767+00:00	Mission request codex-probe-wave46-internal-dry-run-2 plan	close: old request/smoke artifacts
11fd809f-52a4-467a-b17a-9111d21ad535	open	medium	dev	""	""	""	""	2026-04-29T04:55:47.982706+00:00	2026-04-29T04:55:47.982706+00:00	Mission request wave46-probe-internal plan	close: old request/smoke artifacts
3eb9a2a1-b15e-482b-88c5-e42502f9ab1e	open	medium	dev	""	""	""	""	2026-04-29T04:59:34.063480+00:00	2026-04-29T04:59:34.063480+00:00	Mission request wave46-request-internal-dry-run-v0 plan	close: old request/smoke artifacts
679dd7df-1664-485a-bdcf-16665280be33	open	medium	dev	""	""	""	""	2026-04-29T04:59:42.703209+00:00	2026-04-29T04:59:42.703209+00:00	Mission request wave46-request-internal-dry-run-v0-exec plan	close: old request/smoke artifacts
c462d2b2-1846-4404-88d4-f9430ca69df8	open	medium	dev	""	""	""	""	2026-04-29T04:59:47.667492+00:00	2026-04-29T04:59:47.667492+00:00	Mission request wave46-request-internal-dry-run-v0-json plan	close: old request/smoke artifacts
eb2b118a-b3df-4dd0-899f-58f074c5b571	open	medium	dev	""	""	""	""	2026-04-29T05:09:20.833719+00:00	2026-04-29T05:09:20.833719+00:00	Mission request codex-parent-wave46-internal-dry-run plan	close: old request/smoke artifacts
b105d05d-a12e-47f7-8637-1f0d390f8f4d	open	medium	dev	""	""	""	""	2026-04-29T05:09:26.216898+00:00	2026-04-29T05:09:26.216898+00:00	Mission request codex-parent-wave46-internal-dry-run-exec plan	close: old request/smoke artifacts
dd806ff5-60ef-4e1d-979b-1568e2c74418	open	medium	dev	""	""	""	""	2026-04-29T05:09:36.148740+00:00	2026-04-29T05:09:36.148740+00:00	Mission request codex-parent-wave46-internal-dry-run-json plan	close: old request/smoke artifacts
07268edd-179f-490c-b7de-c355ede9ae17	open	medium	dev	""	""	""	""	2026-04-29T05:20:38.066901+00:00	2026-04-29T05:20:38.066901+00:00	Mission request wave47-request-real-dispatch-v0 plan	close: old request/smoke artifacts
d4092c09-aee8-4eaf-95e1-5dd3d25c71e4	open	medium	dev	""	""	""	""	2026-04-29T05:20:38.191136+00:00	2026-04-29T05:20:38.191136+00:00	Mission request wave47-request-real-dispatch-v0-dry plan	close: old request/smoke artifacts
765dd424-7bd3-4c43-95f7-75adf90de030	open	medium	dev	""	""	""	""	2026-04-29T05:20:38.323772+00:00	2026-04-29T05:20:38.323772+00:00	Mission request wave47-request-real-dispatch-v0-dry-json plan	close: old request/smoke artifacts
2031c13a-bbc5-47df-9a84-6bb13e62c356	open	medium	dev	""	""	""	""	2026-04-29T05:20:46.886163+00:00	2026-04-29T05:20:46.886163+00:00	Mission request wave47-request-real-dispatch-v0-real plan	close: old request/smoke artifacts
fa6fe6dc-6ba7-46b6-8074-96bed6aa85d4	open	medium	dev	""	""	""	""	2026-04-29T05:34:30.648785+00:00	2026-04-29T05:34:30.648785+00:00	Mission request wave47-request-real-dispatch-v0-default plan	close: old request/smoke artifacts
d9cb7be4-4d66-4eda-8a82-96eea9e10aaa	open	medium	dev	""	""	""	""	2026-04-29T05:34:30.801863+00:00	2026-04-29T05:34:30.801863+00:00	Mission request wave47-request-real-dispatch-v0-dry plan	close: old request/smoke artifacts
54dbab7e-7499-4622-a031-b6b046d6339f	open	medium	dev	""	""	""	""	2026-04-29T05:34:30.962705+00:00	2026-04-29T05:34:30.962705+00:00	Mission request wave47-request-real-dispatch-v0-real2 plan	close: old request/smoke artifacts
f1c544b1-39a3-4d76-b74c-ffadf18373ea	open	medium	dev	""	""	""	""	2026-04-29T05:37:29.477152+00:00	2026-04-29T05:37:29.477152+00:00	Mission request wave47-request-real-dispatch-v0 plan	close: old request/smoke artifacts
18bf22ad-0c3e-4550-aa3e-cdd10af942d2	open	medium	dev	""	""	""	""	2026-04-29T05:37:29.627005+00:00	2026-04-29T05:37:29.627005+00:00	Mission request wave47-request-real-dispatch-v0-dry plan	close: old request/smoke artifacts
9104ee46-0a70-494b-a8ab-a19fd08c8d23	open	medium	dev	""	""	""	""	2026-04-29T05:37:29.831987+00:00	2026-04-29T05:37:29.831987+00:00	Mission request wave47-request-real-dispatch-v0-dry-json plan	close: old request/smoke artifacts
30408f9a-ccc8-4fc1-aea2-8c5f3e8f5434	open	medium	dev	""	""	""	""	2026-04-29T05:37:30.044738+00:00	2026-04-29T05:37:30.044738+00:00	Mission request wave47-request-real-dispatch-v0-real plan	close: old request/smoke artifacts
592e2527-4e27-441b-b4b2-403ae825cb92	open	medium	dev	""	""	""	""	2026-05-01T07:26:32.541980+00:00	2026-05-01T07:26:32.541980+00:00	Mission request codex-live-v3-smoke-20260501152632 plan	close: old request/smoke artifacts
f8ab8d96-b43f-4484-a0fd-ce8bb7ddb23e	open	medium	dev	""	""	""	""	2026-05-01T07:26:57.137299+00:00	2026-05-01T07:26:57.137299+00:00	Mission request codex-real-dispatch-smoke-20260501152656 plan	close: old request/smoke artifacts
6099eab8-7561-4378-9af3-c06475e8ad28	open	medium	dev	""	""	""	""	2026-05-01T07:45:47.396934+00:00	2026-05-01T07:45:47.396934+00:00	Mission request codex-live-v3-smoke-202605010745 plan	close: old request/smoke artifacts
9f0d1c8c-478e-42ef-b689-7a0b46ac18e8	open	medium	dev	""	""	""	""	2026-05-01T07:45:59.897158+00:00	2026-05-01T07:45:59.897158+00:00	Mission request codex-real-dispatch-smoke-202605010746 plan	close: old request/smoke artifacts
10b253f1-c559-4499-b9bf-e7c1110a4133	open	medium	dev	""	""	""	""	2026-05-01T08:18:02.306755+00:00	2026-05-01T08:18:02.306755+00:00	Mission request codex-live-v3-runtime-artifacts-20260501161802 plan	close: old request/smoke artifacts
8fa8dfad-2672-456b-b2e8-c5422185ca25	open	medium	dev	""	""	""	""	2026-05-01T08:18:15.810337+00:00	2026-05-01T08:18:15.810337+00:00	Mission request codex-real-v3-runtime-artifacts-20260501161815 plan	close: old request/smoke artifacts
099b65a1-a8b7-44b9-a42f-f10b50e8adcd	open	medium	dev	""	""	""	""	2026-05-01T08:34:20.100109+00:00	2026-05-01T08:34:20.100109+00:00	Mission request codex-real-v3-runtime-completion-20260501163419 plan	close: old request/smoke artifacts
98339ade-3fb5-49bf-90dc-6512b8181b30	open	medium	dev	""	""	""	""	2026-05-01T08:39:30.423306+00:00	2026-05-01T08:39:30.423306+00:00	Mission request codex-real-v3-runtime-synth-20260501163930 plan	close: old request/smoke artifacts
b446574e-77c4-4819-8d94-f1875004edd6	open	medium	dev	""	""	""	""	2026-05-01T12:01:25.607690+00:00	2026-05-01T12:01:25.607690+00:00	Mission request wave43-live-ipc-smoke-20260501120125-72736 plan	close: old request/smoke artifacts
06191ed4-b0fa-4b0a-a58b-235dacf2f9b9	open	medium	dev	""	""	""	""	2026-05-01T12:38:54.664018+00:00	2026-05-01T12:38:54.664018+00:00	Mission request wave43-live-ipc-smoke-20260501123854-15211 plan	close: old request/smoke artifacts
0163c13b-9254-45fe-b3a0-2296e9b2ac69	open	medium	dev	""	""	""	""	2026-05-01T19:47:49.834841+00:00	2026-05-01T19:47:49.834841+00:00	Mission request wave43-live-ipc-smoke-20260501194749-9720 plan	close: old request/smoke artifacts
67fd3dd4-8e6d-4702-9d22-197808e1fe58	open	medium	dev	""	""	""	""	2026-05-02T00:28:09.157133+00:00	2026-05-02T00:28:09.157133+00:00	Mission request wave43-live-ipc-smoke-20260502002809-76340 plan	close: old request/smoke artifacts
a62cad62-36a2-4aed-a7ab-495c9063e5c7	open	medium	dev	missiond	""	""	""	2026-03-08T03:54:02.157208+00:00	2026-03-08T03:54:02.157208+00:00	#2 把代码库 embedding 是否有意义?	close: roadmap superseded by V3/OCaml/shared-memory
3a9d2eb9-2368-4d1b-b147-69da98116587	open	medium	dev	missiond	""	""	""	2026-03-08T03:54:02.170670+00:00	2026-03-08T03:54:02.170670+00:00	#9 代码预取：提前查好代码分布给 Claude Code 加速	close: roadmap superseded by V3/OCaml/shared-memory
118e145c-9800-4743-bd75-cb3019898ac4	open	medium	dev	missiond	""	""	""	2026-03-08T03:54:02.210596+00:00	2026-03-08T03:54:02.210596+00:00	#10 PTY 识别 Gemini CLI 和 Codex CLI 状态	close: roadmap superseded by V3/OCaml/shared-memory
